id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d
483247,614909,10000,10000,9900, 36 months,0.0988,322.11,B,B1,3 years,MORTGAGE,98784,Not Verified,2010-02-01,Fully Paid,950xx,CA,14.32,0,01-10-1989,1,30,NA,7,0,31844,0.612,25,f,0,0,11596.57359,11480.61,10000,1596.57,0,0,0,2013-03-01,342.74,2013-03-01
483261,614929,8000,8000,6900, 36 months,0.0714,247.52,A,A3,3 years,MORTGAGE,65000,Not Verified,2010-02-01,Fully Paid,551xx,MN,16.82,0,01-11-1999,0,NA,NA,10,0,9191,0.19,26,f,0,0,8798.791615,7588.96,8000,798.79,0,0,0,2012-03-01,3121.89,2012-02-01
483262,614933,5000,5000,4975, 36 months,0.1136,164.56,B,B5,10+ years,RENT,58000,Not Verified,2010-02-01,Charged Off,137xx,NY,23.96,0,01-02-1999,1,NA,NA,8,0,12598,0.75,31,f,0,0,1642.3,1634.1,1220.9,421.4,0,0,0,2010-12-01,164.56,2016-05-01
483303,614990,5000,5000,5000, 36 months,0.1459,172.33,D,D1,2 years,RENT,40000,Not Verified,2010-02-01,Fully Paid,852xx,AZ,22.86,0,01-11-1995,1,NA,81,4,1,2305,0.922,11,f,0,0,5968.667064,5968.67,5000,968.67,0,0,0,2011-11-01,2527.01,2015-08-01
483312,614996,3200,3200,3200, 36 months,0.157,112.04,D,D4,5 years,RENT,47515,Not Verified,2010-02-01,Fully Paid,900xx,CA,2.32,0,01-02-2006,0,28,NA,6,0,2340,0.384,9,f,0,0,3669.214848,3669.21,3200,469.21,0,0,0,2011-03-01,2327.48,2015-04-01
483317,530068,5000,5000,5000, 36 months,0.1348,169.63,C,C3,n/a,RENT,36000,Not Verified,2010-02-01,Fully Paid,424xx,KY,11.9,0,01-03-1979,0,NA,36,5,1,12487,0.811,11,f,0,0,5880.764718,5880.76,5000,880.76,0,0,0,2012-01-01,459.71,2015-04-01
483320,615011,5000,5000,5000, 36 months,0.1136,164.56,B,B5,9 years,RENT,45000,Not Verified,2010-02-01,Fully Paid,907xx,CA,6.51,0,01-06-1997,1,NA,92,6,1,5971,0.679,12,f,0,0,5869.681164,5869.68,5000,869.68,0,0,0,2012-07-01,15.58,2016-05-01
483328,615021,9800,9800,9775, 36 months,0.157,343.11,D,D4,7 years,RENT,90000,Not Verified,2010-02-01,Fully Paid,085xx,NJ,4.93,0,01-05-2005,1,32,NA,6,0,3221,0.273,8,f,0,0,11236.98386,11208.32,9800,1436.98,0,0,0,2011-03-01,7128.7,2011-04-01
483343,615041,4000,4000,4000, 36 months,0.1533,139.32,D,D3,5 years,RENT,35000,Not Verified,2010-02-01,Charged Off,301xx,GA,9.12,0,01-05-2002,1,NA,NA,8,0,2653,0.491,10,f,0,0,179.73,179.73,0,0,0,179.73,1.74,,0,2015-10-01
483352,615050,11000,11000,9850, 36 months,0.1062,358.16,B,B3,10+ years,OWN,56700,Not Verified,2010-02-01,Fully Paid,367xx,AL,10.48,0,01-04-1995,0,NA,NA,3,0,0,0,18,f,0,0,11973.02649,10721.3,11000,973.03,0,0,0,2011-03-01,1687.3,2011-03-01
483386,615095,5000,5000,5000, 36 months,0.1025,161.93,B,B2,10+ years,MORTGAGE,116000,Not Verified,2010-02-01,Fully Paid,928xx,CA,18.61,0,01-04-1992,0,NA,NA,14,0,44229,0.757,32,f,0,0,5690.395356,5690.4,5000,690.4,0,0,0,2011-12-01,2306.34,2014-09-01
483399,615113,12000,12000,11875, 36 months,0.1136,394.94,B,B5,3 years,OWN,30000,Not Verified,2010-02-01,Charged Off,076xx,NJ,17,0,01-09-2003,3,NA,NA,16,0,11134,0.289,26,f,0,0,9759.52,9670.37,2323.11,928.65,0,6507.76,2280.816,2011-03-01,97.5,2016-05-01
483418,615148,1000,1000,1000, 36 months,0.1136,32.92,B,B5,10+ years,MORTGAGE,17400,Not Verified,2010-02-01,Fully Paid,631xx,MO,0,0,01-06-1990,1,NA,114,2,1,0,0,23,f,0,0,1009.580213,1009.58,1000,9.58,0,0,0,2010-03-01,1009.82,2011-12-01
483424,615158,5000,5000,4900, 36 months,0.0788,156.41,A,A5,10+ years,RENT,41000,Not Verified,2010-02-01,Charged Off,337xx,FL,14.84,0,01-10-2000,0,79,NA,7,0,1451,0.315,16,f,0,0,2658.04,2604.89,2073.26,423.86,0,160.92,56.28,2011-06-01,156.41,2016-05-01
483469,615224,10000,10000,9850, 36 months,0.0788,312.81,A,A5,< 1 year,RENT,50000,Not Verified,2010-02-01,Fully Paid,750xx,TX,3.46,0,01-12-1995,1,NA,NA,5,0,4771,0.268,10,f,0,0,10531.81408,10373.84,10000,531.81,0,0,0,2010-12-01,10.8,2014-09-01
483485,615249,25000,25000,24852, 36 months,0.1607,879.85,D,D5,2 years,MORTGAGE,216000,Verified,2010-02-01,Fully Paid,018xx,MA,14.23,0,01-01-1985,2,NA,NA,28,0,59308,0.329,63,f,0,0,31675.07458,31483.45,25000,6675.07,0,0,0,2013-02-01,970.52,2013-02-01
483508,615293,12000,12000,11875, 36 months,0.0988,386.53,B,B1,5 years,MORTGAGE,96000,Not Verified,2010-02-01,Fully Paid,482xx,MI,9.26,0,01-02-1990,1,NA,NA,9,0,10836,0.63,43,f,0,0,13849.59486,13705.33,12000,1849.59,0,0,0,2012-08-01,2670.44,2012-09-01
483549,615360,6600,6600,6600, 36 months,0.1793,238.38,E,E5,10+ years,RENT,130000,Not Verified,2010-02-01,Fully Paid,021xx,MA,2.34,0,01-01-1994,3,32,NA,6,0,7261,0.844,18,f,0,0,7650.080115,7650.08,6600,1050.08,0,0,0,2011-03-01,793.43,2015-01-01
483565,615376,5000,5000,5000, 36 months,0.1645,176.9,E,E1,3 years,MORTGAGE,60000,Verified,2010-05-01,Fully Paid,850xx,AZ,22.92,0,01-08-1995,3,49,NA,27,0,16509,0.577,51,f,0,0,6361.94644,6361.95,5000,1361.95,0,0,0,2013-03-01,536.94,2016-05-01
483568,615383,5000,5000,4975, 36 months,0.0714,154.7,A,A3,10+ years,OWN,100000,Not Verified,2010-02-01,Fully Paid,295xx,SC,3.14,0,01-08-1998,0,NA,NA,16,0,3204,0.076,58,f,0,0,5536.572307,5508.89,5000,536.57,0,0,0,2012-07-01,1370.38,2015-12-01
483581,615397,12500,12500,12375, 36 months,0.1311,421.82,C,C2,5 years,MORTGAGE,60000,Not Verified,2010-03-01,Fully Paid,656xx,MO,18.22,0,01-12-1993,1,39,NA,7,0,21394,0.697,29,f,0,0,15213.8813,15061.74,12500,2713.88,0,0,0,2013-05-01,58.26,2013-04-01
483590,615413,4800,4800,4725, 36 months,0.1062,156.29,B,B3,2 years,RENT,14400,Not Verified,2010-02-01,Fully Paid,323xx,FL,3.33,0,01-03-2003,1,NA,NA,2,0,1977,0.238,4,f,0,0,5627.292875,5539.37,4800,827.29,0,0,0,2013-02-01,176.72,2015-05-01
483643,615500,20000,20000,19827, 36 months,0.1311,674.9,C,C2,< 1 year,RENT,58000,Verified,2010-02-01,Fully Paid,913xx,CA,8.3,0,01-08-2002,0,NA,NA,4,0,18339,0.842,12,f,0,0,24040.3002,23828.08,20000,4040.3,0,0,0,2012-06-01,5840.99,2014-01-01
483645,615502,6000,6000,5900, 36 months,0.0751,186.66,A,A4,10+ years,MORTGAGE,75181,Not Verified,2010-02-01,Fully Paid,300xx,GA,18.31,0,01-12-1993,0,NA,NA,11,0,26463,0.376,30,f,0,0,6719.869086,6607.87,6000,719.87,0,0,0,2013-02-01,213.13,2013-02-01
483670,615544,3350,3350,3350, 36 months,0.0676,103.08,A,A2,10+ years,OWN,53000,Verified,2010-02-01,Fully Paid,293xx,SC,23.55,0,01-10-1992,0,NA,NA,6,0,18350,0.299,20,f,0,0,3405.256466,3405.26,3350,55.26,0,0,0,2010-05-01,3201.12,2011-06-01
483674,615550,20000,20000,19850, 36 months,0.1062,651.2,B,B3,2 years,MORTGAGE,95000,Verified,2010-02-01,Fully Paid,201xx,VA,1.53,0,01-04-1996,0,58,NA,11,0,3818,0.156,36,f,0,0,20178.5,20027.15,20000,178.5,0,0,0,2010-03-01,20178.87,2016-05-01
483682,615565,12000,12000,12000, 36 months,0.1348,407.09,C,C3,1 year,RENT,50600,Verified,2010-02-01,Fully Paid,770xx,TX,15.68,0,01-10-2005,1,NA,NA,11,0,3792,0.558,18,f,0,0,14561.96786,14561.97,12000,2561.97,0,0,0,2012-08-01,2791.84,2016-04-01
483697,615590,19000,19000,18838, 36 months,0.1099,621.97,B,B4,3 years,RENT,72000,Not Verified,2010-02-01,Fully Paid,760xx,TX,11.68,0,01-07-2002,1,NA,NA,13,0,12284,0.208,29,f,0,0,22391.66415,22199.5,19000,3391.67,0,0,0,2013-02-01,669.36,2016-04-01
483722,615626,3600,3600,3600, 36 months,0.0788,112.61,A,A5,8 years,OWN,44894,Not Verified,2010-02-01,Fully Paid,068xx,CT,11.79,1,01-05-2002,3,15,NA,7,0,1773,0.209,24,f,0,0,4006.461166,4006.46,3600,406.46,0,0,0,2012-03-01,1309.22,2013-04-01
483747,419608,7000,7000,7000, 36 months,0.1682,248.94,E,E2,1 year,RENT,19200,Not Verified,2010-02-01,Fully Paid,017xx,MA,12.63,0,01-11-2005,0,NA,NA,3,0,5063,0.55,3,f,0,0,8945.629964,8945.63,7000,1945.63,0,0,0,2013-02-01,230.45,2013-10-01
483748,615660,2000,2000,2000, 36 months,0.1099,65.48,B,B4,4 years,MORTGAGE,62400,Not Verified,2010-02-01,Fully Paid,300xx,GA,23.42,0,01-08-1993,1,NA,NA,15,0,55809,0.893,21,f,0,0,2357.095414,2357.1,2000,357.1,0,0,0,2013-02-01,74.61,2016-03-01
483785,615712,3000,3000,3000, 36 months,0.0751,93.33,A,A4,5 years,MORTGAGE,70000,Not Verified,2010-02-01,Fully Paid,403xx,KY,11.49,0,01-03-2001,4,NA,NA,11,0,9574,0.36,16,f,0,0,3193.767457,3193.77,3000,193.77,0,0,0,2011-02-01,2172.48,2011-02-01
483787,615716,6000,6000,5925, 36 months,0.1311,202.47,C,C2,6 years,MORTGAGE,60000,Not Verified,2010-02-01,Fully Paid,342xx,FL,2.82,2,01-10-2000,2,18,NA,5,0,4361,0.589,18,f,0,0,6426.93093,6346.59,6000,426.93,0,0,0,2010-10-01,6.73,2010-10-01
483797,615728,15000,15000,14875, 36 months,0.1025,485.78,B,B2,10+ years,MORTGAGE,125000,Not Verified,2010-02-01,Charged Off,902xx,CA,14.96,0,01-11-1986,0,NA,NA,12,0,8443,0.437,36,f,0,0,15721.33,15590.42,13082.29,2533.24,0,105.8,2.29,2013-04-01,100,2013-08-01
483804,615737,6000,6000,5975, 36 months,0.1273,201.4,C,C1,2 years,MORTGAGE,57000,Not Verified,2010-02-01,Fully Paid,945xx,CA,7.73,1,01-04-1997,0,23,54,8,2,0,0,22,f,0,0,7192.301995,7162.33,6000,1192.3,0,0,0,2012-07-01,1573.39,2012-08-01
483825,615777,10000,10000,9900, 36 months,0.1136,329.12,B,B5,10+ years,RENT,40000,Not Verified,2010-02-01,Fully Paid,337xx,FL,11.19,0,01-05-1999,0,NA,NA,2,0,11406,0.815,16,f,0,0,13254.76,13122.21,10000,3254.76,0,0,0,2015-09-01,84.49,2015-09-01
483827,615782,25000,25000,24975, 36 months,0.1607,879.85,D,D5,10+ years,MORTGAGE,135000,Verified,2010-02-01,Fully Paid,601xx,IL,20.88,0,01-01-1981,0,NA,93,18,1,13018,0.684,39,f,0,0,31675.51655,31643.84,25000,6675.52,0,0,0,2013-02-01,934.49,2016-05-01
483865,615829,3525,3525,3525, 36 months,0.1459,121.49,D,D1,5 years,RENT,36000,Not Verified,2010-02-01,Fully Paid,339xx,FL,18.9,0,01-03-1987,0,NA,67,13,1,6968,0.601,22,f,0,0,4389.273116,4389.27,3525,849.27,15.00000002,0,0,2013-03-01,6.56,2015-12-01
483880,615859,3500,3500,3500, 36 months,0.1099,114.58,B,B4,4 years,MORTGAGE,59000,Not Verified,2010-02-01,Fully Paid,106xx,NY,0.63,1,01-09-1996,1,22,NA,15,0,11279,0.195,38,f,0,0,3937.466703,3937.47,3500,437.47,0,0,0,2011-08-01,20.11,2014-11-01
483946,615947,5000,5000,4975, 36 months,0.1311,168.73,C,C2,2 years,RENT,28800,Not Verified,2010-02-01,Fully Paid,906xx,CA,20.04,0,01-06-2004,0,NA,NA,3,0,438,0.175,3,f,0,0,6074.492101,6044.12,5000,1074.49,0,0,0,2013-03-01,182.81,2013-02-01
483962,615973,25000,25000,24925, 36 months,0.1645,884.44,E,E1,< 1 year,MORTGAGE,180000,Not Verified,2010-02-01,Charged Off,762xx,TX,13.96,0,01-10-1983,1,NA,89,10,1,16960,0.907,18,f,0,0,7065.92,7044.8,4542.13,2523.79,0,0,0,2010-10-01,884.44,2016-05-01
483968,615984,1600,1600,1600, 36 months,0.1136,52.66,B,B5,4 years,MORTGAGE,25000,Not Verified,2010-02-01,Fully Paid,986xx,WA,0.96,0,01-04-2001,2,NA,94,4,1,66,0.005,14,f,0,0,1895.818118,1895.82,1600,295.82,0,0,0,2013-02-01,56.02,2015-11-01
483973,615993,25000,25000,24900, 36 months,0.183,907.6,F,F1,2 years,RENT,235000,Not Verified,2010-02-01,Charged Off,100xx,NY,7.28,1,01-02-1992,1,21,NA,12,0,28897,0.469,52,f,0,0,14112.72,14056.38,8606.75,5460.59,45.37170732,0,0,2011-08-01,2000.12,2016-04-01
483989,616029,4000,4000,3950, 36 months,0.1273,134.27,C,C1,< 1 year,MORTGAGE,40000,Not Verified,2010-02-01,Fully Paid,782xx,TX,9.36,0,01-08-1996,3,73,NA,9,0,4498,0.737,19,f,0,0,4834.162841,4773.74,4000,834.16,0,0,0,2013-02-01,159.84,2013-02-01
484006,616049,12500,12500,12450, 36 months,0.1422,428.56,C,C5,2 years,RENT,35000,Not Verified,2010-02-01,Fully Paid,104xx,NY,12.75,0,01-09-2000,0,33,NA,2,0,6,0.015,5,f,0,0,15428.34147,15366.63,12500,2928.34,0,0,0,2013-03-01,453.78,2014-02-01
484007,616051,5000,5000,4900, 36 months,0.0751,155.55,A,A4,< 1 year,RENT,31404,Not Verified,2010-02-01,Fully Paid,331xx,FL,11.58,0,01-06-2004,2,NA,NA,15,0,2493,0.099,32,f,0,0,5599.926575,5487.93,5000,599.93,0,0,0,2013-02-01,180.65,2015-12-01
484016,535392,12000,12000,10875, 36 months,0.0788,375.37,A,A5,4 years,RENT,45000,Not Verified,2010-02-01,Fully Paid,111xx,NY,7.92,0,01-06-1986,1,NA,NA,7,0,8647,0.262,18,f,0,0,13514.30953,12247.34,12000,1514.31,0,0,0,2013-02-01,399.77,2016-04-01
484033,616092,6400,6400,6400, 36 months,0.0751,199.1,A,A4,5 years,RENT,58000,Not Verified,2010-03-01,Fully Paid,958xx,CA,11.86,0,01-04-2000,2,30,NA,7,0,2293,0.061,18,f,0,0,7167.800129,7167.8,6400,767.8,0,0,0,2013-03-01,219.21,2013-03-01
484041,616104,25000,25000,24478, 36 months,0.1099,818.38,B,B4,7 years,MORTGAGE,87000,Not Verified,2010-02-01,Fully Paid,731xx,OK,22.83,0,01-12-1989,3,NA,NA,20,0,42752,0.392,48,f,0,0,29462.39703,28779.24,25000,4462.4,0,0,0,2013-02-01,862.73,2016-03-01
484044,616108,2100,2100,1075, 36 months,0.0788,65.69,A,A5,2 years,RENT,21000,Not Verified,2010-02-01,Fully Paid,326xx,FL,21.52,0,01-07-2005,0,NA,NA,4,0,564,0.076,15,f,0,0,2211.661954,1132.17,2100,111.66,0,0,0,2010-12-01,1686.96,2015-05-01
484054,616130,8500,8500,7500, 36 months,0.0751,264.43,A,A4,1 year,MORTGAGE,65000,Not Verified,2010-02-01,Fully Paid,229xx,VA,20.05,0,01-02-2002,3,NA,NA,11,0,4384,0.192,30,f,0,0,9450.336834,8338.53,8500,950.34,0,0,0,2012-08-01,815.06,2015-08-01
484062,616151,12000,12000,12000, 36 months,0.1422,411.41,C,C5,7 years,RENT,75000,Not Verified,2010-02-01,Fully Paid,968xx,HI,17.56,0,01-10-1994,0,NA,NA,7,0,17233,0.912,12,f,0,0,14811.50512,14811.51,12000,2811.51,0,0,0,2013-02-01,440.89,2013-02-01
484070,616173,15000,15000,14875, 36 months,0.1062,488.4,B,B3,< 1 year,MORTGAGE,87000,Not Verified,2010-02-01,Fully Paid,750xx,TX,14.95,0,01-03-1995,2,NA,NA,19,0,33403,0.404,31,f,0,0,17148.96842,17006.06,15000,2148.97,0,0,0,2011-12-01,6911.5,2012-01-01
484085,616222,10800,10800,10700, 36 months,0.1099,353.54,B,B4,3 years,MORTGAGE,43495,Not Verified,2010-02-01,Fully Paid,053xx,VT,10.68,0,01-04-1986,0,NA,85,4,1,4349,0.777,11,f,0,0,12724.60206,12606.78,10800,1924.6,0,0,0,2013-02-01,727.53,2016-04-01
484100,616243,7200,7200,7200, 36 months,0.1311,242.97,C,C2,6 years,RENT,29120,Not Verified,2010-02-01,Fully Paid,935xx,CA,9.68,0,01-05-1998,0,NA,108,4,1,6659,0.802,10,f,0,0,8752.645453,8752.65,7200,1552.65,0,0,0,2013-02-01,267.45,2016-05-01
484122,616275,13050,13050,12408, 36 months,0.1459,449.77,D,D1,5 years,MORTGAGE,140000,Not Verified,2010-02-01,Fully Paid,782xx,TX,11.07,0,01-07-1994,1,70,61,8,1,4954,0.822,18,f,0,0,16192.23597,15268.71,13050,3142.24,0,0,0,2013-03-01,463,2016-01-01
484143,616325,3000,3000,3000, 36 months,0.1496,103.94,D,D2,6 years,MORTGAGE,36500,Not Verified,2010-02-01,Fully Paid,750xx,TX,23.84,0,01-04-2006,1,NA,NA,7,0,2207,0.45,10,f,0,0,3706.829462,3706.83,3000,706.83,0,0,0,2012-07-01,805.1,2016-05-01
484146,616330,18000,18000,17975, 36 months,0.1533,626.91,D,D3,3 years,RENT,71000,Verified,2010-02-01,Charged Off,100xx,NY,15.75,0,01-12-1998,1,NA,NA,8,0,24322,0.95,15,f,0,0,14441.29,14421.24,10527.8,3882.15,31.33199742,0,0,2012-01-01,626.91,2016-05-01
484212,616430,10000,10000,9524, 36 months,0.1025,323.85,B,B2,n/a,MORTGAGE,70000,Not Verified,2010-02-01,Charged Off,103xx,NY,9.09,0,01-09-1998,3,NA,NA,4,0,2205,0.245,13,f,0,0,1291.08,1287.88,962.8,328.28,0,0,0,2010-06-01,323.85,2010-06-01
484222,616449,8000,8000,8000, 36 months,0.157,280.09,D,D4,n/a,MORTGAGE,52800,Not Verified,2010-02-01,Charged Off,959xx,CA,7.36,1,01-01-1997,0,20,NA,8,0,10973,0.878,13,f,0,0,7979.43,7979.43,5832.92,2008.13,14.9759006,123.4,1.67,2012-08-01,280.09,2012-12-01
484239,616477,15000,15000,14790, 36 months,0.1136,493.67,B,B5,3 years,RENT,48800,Not Verified,2010-02-01,Fully Paid,117xx,NY,17.61,0,01-12-2000,3,NA,NA,9,0,28261,0.7,25,f,0,0,17097.66874,16823.21,14999.99,2097.68,0,0,0,2011-09-01,8223.22,2015-07-01
484242,616476,15000,15000,14975, 36 months,0.1385,511.56,C,C4,10+ years,MORTGAGE,135000,Not Verified,2010-02-01,Fully Paid,211xx,MD,19.29,0,01-12-1969,1,49,101,12,1,24341,0.872,23,f,0,0,18417.03645,18386.34,15000,3417.04,0,0,0,2013-03-01,533.07,2014-01-01
484286,616542,24250,24250,21500, 36 months,0.1062,789.58,B,B3,3 years,MORTGAGE,113200,Verified,2010-02-01,Fully Paid,209xx,MD,0.28,0,01-11-1990,0,NA,NA,6,0,633,0.011,14,f,0,0,27901.38218,24737.32,24250,3651.39,0,0,0,2012-03-01,9766.75,2012-05-01
484291,616541,5600,5600,4600, 36 months,0.0714,173.26,A,A3,8 years,RENT,30000,Not Verified,2010-02-01,Fully Paid,787xx,TX,12.32,0,01-02-1998,0,NA,NA,8,0,15373,0.474,16,f,0,0,6237.813706,5123.92,5600,637.81,0,0,0,2013-03-01,184.35,2013-03-01
484298,616557,5000,5000,4900, 36 months,0.0788,156.41,A,A5,10+ years,RENT,49296,Not Verified,2010-02-01,Fully Paid,142xx,NY,16.89,0,01-12-1993,0,73,NA,11,0,11665,0.516,41,f,0,0,5631.018179,5518.4,5000,631.02,0,0,0,2013-03-01,167.22,2014-01-01
484300,616559,2000,2000,2000, 36 months,0.0751,62.22,A,A4,7 years,OWN,36700,Not Verified,2010-02-01,Fully Paid,335xx,FL,21.02,0,01-06-1986,0,60,NA,8,0,9184,0.212,19,f,0,0,2239.957976,2239.96,2000,239.96,0,0,0,2013-03-01,71.58,2016-05-01
484321,491717,5500,5500,5475, 36 months,0.1273,184.62,C,C1,< 1 year,RENT,40440,Not Verified,2010-02-01,Fully Paid,928xx,CA,22.91,0,01-11-2002,0,NA,NA,10,0,13778,0.721,20,f,0,0,6522.518781,6492.87,5500,1022.52,0,0,0,2012-03-01,2110.07,2012-03-01
484323,616593,4800,4800,4722, 36 months,0.0639,146.88,A,A1,2 years,MORTGAGE,52000,Not Verified,2010-06-01,Fully Paid,077xx,NJ,14.52,0,01-02-1996,1,NA,NA,9,0,4627,0.13,28,f,0,0,5287.836148,5196.04,4800,487.84,0,0,0,2013-07-01,153.96,2016-02-01
484339,616607,10000,10000,9875, 36 months,0.0751,311.1,A,A4,10+ years,MORTGAGE,57000,Not Verified,2010-02-01,Fully Paid,231xx,VA,8.97,0,01-10-1999,1,NA,NA,13,0,13150,0.5,41,f,0,0,10841.60822,10706.08,10000,841.61,0,0,0,2012-01-01,2515.01,2016-05-01
484353,616634,6850,6850,5750, 36 months,0.0714,211.94,A,A3,1 year,RENT,60000,Not Verified,2010-02-01,Fully Paid,750xx,TX,13.94,0,01-09-1993,0,NA,NA,6,0,800,0.02,19,f,0,0,7630.172387,6404.89,6850,780.17,0,0,0,2013-03-01,224.12,2013-03-01
484364,616661,12000,12000,11900, 36 months,0.0788,375.37,A,A5,2 years,MORTGAGE,32000,Not Verified,2010-02-01,Fully Paid,336xx,FL,11.93,0,01-04-2000,0,NA,NA,14,0,13405,0.27,27,f,0,0,13354.85996,13243.57,12000,1354.86,0,0,0,2012-03-01,4359.82,2014-02-01
484369,616660,3250,3250,3250, 36 months,0.1062,105.82,B,B3,5 years,MORTGAGE,45000,Not Verified,2010-02-01,Fully Paid,549xx,WI,17.23,0,01-05-1998,3,NA,NA,20,0,10696,0.245,33,f,0,0,3304.451906,3304.45,3250,54.45,0,0,0,2010-04-01,2900.49,2016-04-01
484417,616749,7500,7500,7375, 36 months,0.1099,245.52,B,B4,4 years,RENT,48659,Not Verified,2010-02-01,Fully Paid,890xx,NV,6.83,0,01-09-1995,1,NA,NA,4,0,14058,0.736,6,f,0,0,8838.991041,8691.67,7500,1338.99,0,0,0,2013-03-01,273.62,2013-03-01
484430,616775,6300,6300,6200, 36 months,0.0676,193.85,A,A2,3 years,MORTGAGE,115000,Not Verified,2010-02-01,Fully Paid,950xx,CA,6.25,0,01-12-1995,1,NA,NA,9,0,12345,0.174,21,f,0,0,6335.782844,6235.21,6300,35.78,0,0,0,2010-03-01,6336.85,2010-04-01
484473,616829,15000,15000,15000, 36 months,0.1385,511.56,C,C4,1 year,MORTGAGE,68553,Not Verified,2010-05-01,Fully Paid,200xx,DC,15.68,1,01-05-2000,3,17,NA,6,0,2559,0.449,20,f,0,0,17575.25994,17575.26,15000,2575.26,0,0,0,2011-12-01,8379.19,2015-02-01
484482,616845,16000,16000,11044, 36 months,0.1136,526.58,B,B5,1 year,RENT,45000,Not Verified,2010-02-01,Charged Off,809xx,CO,8.83,0,01-08-2000,0,NA,NA,4,0,12142,0.623,10,f,0,0,18474.45,12966.61,15449.92,2957.83,26.26626122,40.43,1.68,2013-02-01,526.58,2013-07-01
484483,616850,18000,18000,15822, 36 months,0.1025,582.93,B,B2,10+ years,MORTGAGE,62000,Not Verified,2010-02-01,Charged Off,183xx,PA,6.85,0,01-08-1999,4,NA,NA,11,0,8793,0.241,45,f,0,0,11425.28,10049.66,8926.4,2498.88,0,0,0,2011-12-01,350.1,2016-05-01
484540,531597,14400,14400,14250, 36 months,0.1025,466.35,B,B2,2 years,MORTGAGE,75000,Not Verified,2010-02-01,Fully Paid,970xx,OR,5.54,0,01-11-1997,0,NA,NA,7,0,10387,0.597,30,f,0,0,16614.43718,16441.37,14400,2214.44,0,0,0,2012-06-01,4537.37,2012-06-01
484543,616973,8000,8000,7975, 36 months,0.1311,269.96,C,C2,7 years,RENT,55000,Not Verified,2010-02-01,Fully Paid,088xx,NJ,6.37,0,01-03-2001,0,65,NA,7,0,10039,0.692,16,f,0,0,9719.060175,9688.69,8000,1719.06,0,0,0,2013-03-01,289.38,2016-03-01
484544,616974,4000,4000,3900, 36 months,0.1062,130.24,B,B3,5 years,MORTGAGE,49510,Not Verified,2010-02-01,Fully Paid,773xx,TX,11.96,0,01-01-1994,0,NA,NA,2,0,0,0,13,f,0,0,4687.945195,4570.75,4000,687.95,0,0,0,2013-01-01,273.75,2016-05-01
484564,617011,8000,8000,8000, 36 months,0.1311,269.96,C,C2,2 years,RENT,48000,Not Verified,2010-02-01,Fully Paid,606xx,IL,8.4,0,01-11-1999,1,30,NA,6,0,9168,0.777,17,f,0,0,9719.099773,9719.1,8000,1719.1,0,0,0,2013-03-01,289.44,2013-02-01
484573,617022,16000,16000,16000, 36 months,0.1025,518.16,B,B2,10+ years,OWN,600000,Not Verified,2010-02-01,Fully Paid,766xx,TX,4.61,0,01-09-1989,0,NA,NA,7,0,12997,0.657,18,f,0,0,18588.49803,18588.5,16000,2588.5,0,0,0,2012-09-01,3087.09,2014-01-01
484580,617033,5000,5000,4927, 36 months,0.1273,167.84,C,C1,3 years,RENT,55000,Not Verified,2010-02-01,Fully Paid,070xx,NJ,7.77,0,01-07-1998,0,46,NA,5,0,10375,0.837,11,f,0,0,6042.608799,5950.45,5000,1042.61,0,0,0,2013-03-01,195.7,2016-03-01
484581,617035,8500,8500,8400, 36 months,0.1099,278.25,B,B4,10+ years,MORTGAGE,46500,Not Verified,2010-03-01,Charged Off,336xx,FL,18.68,0,01-08-1994,2,NA,NA,8,0,20577,0.902,29,f,0,0,6462.87,6386.82,3420.5,1011.18,0,2031.19,200.5868,2011-07-01,278.25,2011-11-01
484582,617034,12000,12000,11875, 36 months,0.0788,375.37,A,A5,3 years,RENT,38304,Not Verified,2010-02-01,Fully Paid,930xx,CA,15.29,0,01-10-1999,0,NA,NA,10,0,15631,0.246,22,f,0,0,13445.2872,13305.23,12000,1445.29,0,0,0,2012-07-01,2950.07,2012-07-01
484589,617044,4700,4700,4575, 36 months,0.0714,145.42,A,A3,10+ years,MORTGAGE,120000,Not Verified,2010-02-01,Fully Paid,010xx,MA,14.78,0,01-08-1986,0,NA,NA,10,0,73708,0.255,21,f,0,0,5235.629927,5096.38,4700,535.63,0,0,0,2013-03-01,160.7,2015-11-01
484611,617078,12000,12000,11913, 36 months,0.1136,394.94,B,B5,3 years,RENT,33600,Not Verified,2010-02-01,Fully Paid,330xx,FL,16.82,0,01-04-2005,0,NA,NA,6,0,8169,0.648,13,f,0,0,14218.35942,14113.91,12000,2218.36,0,0,0,2013-03-01,414.19,2014-10-01
